Field Name,Field ID,Crop,CO2 Total,CO2 Pest,N Fert,Fuel
2_#2,2_#2_2014,Winter wheat,1579.378037,0,857.714654,63.11970169
2_2x11,2_2x11_2006,Other root crops,626.9112714,0,392.5702126,63.11970169
2_2x11,2_2x11_2007,Winter wheat,1800.184426,0,977.5443454,63.11970169
2_2x11,2_2x11_2008,Winter wheat,1800.184426,0,977.5443454,63.11970169
2_2x11,2_2x11_2009,Other root crops,626.9112714,0,392.5702126,63.11970169
2_2x11,2_2x11_2010,Winter wheat,1849.541054,0,1004.949517,63.11970169
2_2x11,2_2x11_2011,Winter wheat,1849.541054,0,1004.949517,63.11970169
2_2x11,2_2x11_2012,Other legume,318.963179,0,255.8434773,63.11970169
2_2x11,2_2x11_2013,Winter wheat,1376.928893,0,751.8519167,63.11970169
2_45acre.nr.duffields,2_45acre.nr.duffields_2011,Winter wheat,1916.258855,0,933.9688543,16.42593458
2_45acre.nr.duffields,2_45acre.nr.duffields_2012,Winter wheat,1916.258855,0,933.9688543,16.42593458
2_45acre.nr.duffields,2_45acre.nr.duffields_2013,Barley,993.0589007,0,493.7009332,16.42593458
2_45acre.nr.duffields,2_45acre.nr.duffields_2014,Winter wheat,2008.372656,0,982.179743,16.42593458
2_banbury.road,2_banbury.road_2010,Winter wheat,1810.792438,0,887.3773319,1.453952242
2_banbury.road,2_banbury.road_2011,Winter wheat,1810.792438,0,887.3773319,1.453952242
2_banbury.road,2_banbury.road_2012,Barley,1463.356869,0,715.5534115,1.453952242
2_begbrokeA44,2_begbrokeA44_2006,Barley,1140.978339,0,503.6111751,22.72639429
2_begbrokeA44,2_begbrokeA44_2007,Other,1202.054184,0,529.5646906,22.72639429
2_begbrokeA44,2_begbrokeA44_2008,Winter wheat,2061.973783,0,924.1134218,22.72639429
2_begbrokeA44,2_begbrokeA44_2009,Grass-clover mix,33.49539044,0,32.0414382,1.453952242
2_begbrokeA44,2_begbrokeA44_2010,Winter wheat,1562.503926,0,688.0610377,22.72639429
2_begbrokeA44,2_begbrokeA44_2011,Other,1035.108948,0,459.2058616,22.72639429
2_begbrokeA44,2_begbrokeA44_2012,Winter wheat,2418.972691,0,1105.500681,22.72639429
2_begbrokeA44,2_begbrokeA44_2013,Dry Bean,105.2528386,0,102.2198943,3.032944376
2_begbrokeA44,2_begbrokeA44_2014,Winter wheat,2282.484062,0,1034.86642,22.72639429
2_bridge.ground,2_bridge.ground_2004,Dry Bean,688.2762595,0,655.0360639,33.24019557
2_bridge.ground,2_bridge.ground_2005,Winter wheat,2983.500013,0,2156.645935,14.65020453
2_bridge.ground,2_bridge.ground_2006,Barley,2057.189121,0,1497.113981,33.24019557
2_bridge.ground,2_bridge.ground_2007,Other,2309.333573,0,1680.042599,14.65020453
2_bridge.ground,2_bridge.ground_2008,Winter wheat,2384.046719,0,1718.604589,33.24019557
2_bridge.ground,2_bridge.ground_2009,Dry Bean,688.2762595,0,655.0360639,33.24019557
2_bridge.ground,2_bridge.ground_2010,Winter wheat,2720.67773,0,1954.258903,33.24019557
2_bridge.ground,2_bridge.ground_2011,Potato,1379.358408,0,1081.83494,3.373956758
2_bridge.ground,2_bridge.ground_2012,Winter wheat,3668.337677,0,2671.869201,8.652954441
2_bridge.ground,2_bridge.ground_2013,Other root crops,1165.207292,0,934.4039921,33.24019557
2_bridge.ground,2_bridge.ground_2014,Winter wheat,3066.948326,0,2203.943092,33.24019557
2_buckleys,2_buckleys_2004,Winter wheat,2191.101331,0,1350.900085,63.11970169
2_buckleys,2_buckleys_2005,Dry Bean,449.5541404,0,386.4344387,63.11970169
2_buckleys,2_buckleys_2006,Winter wheat,2560.22955,0,1614.020713,24.2476827
2_buckleys,2_buckleys_2007,Winter wheat,2226.705525,0,1373.333406,63.11970169
2_buckleys,2_buckleys_2008,Winter wheat,2560.22955,0,1614.020713,24.2476827
2_buckleys,2_buckleys_2009,Winter wheat,2432.65342,0,1530.347496,24.2476827
2_buckleys,2_buckleys_2010,Other,2187.833506,0,1373.333406,24.2476827
2_buckleys,2_buckleys_2011,Winter wheat,2586.182629,0,1631.19321,24.2476827
2_buckleys,2_buckleys_2012,Winter wheat,2247.804731,0,1411.353175,24.2476827
2_buckleys,2_buckleys_2013,Other,2272.018087,0,1426.785948,24.2476827
2_buckleys,2_buckleys_2014,Winter wheat,2432.65342,0,1530.347496,24.2476827
2_bushmeadow,2_bushmeadow_2004,Winter wheat,1513.572095,0,706.893743,16.42593458
2_bushmeadow,2_bushmeadow_2005,Winter wheat,1767.124982,0,828.7378933,16.42593458
2_bushmeadow,2_bushmeadow_2006,Winter wheat,1309.619612,0,598.3784703,48.30716945
2_bushmeadow,2_bushmeadow_2007,Grass-clover mix,97.72610089,0,39.96278955,57.76331134
2_bushmeadow,2_bushmeadow_2008,Winter wheat,1596.928679,0,746.3474151,16.42593458
2_bushmeadow,2_bushmeadow_2009,Winter wheat,1269.472083,0,598.3784703,8.159640562
2_bushmeadow,2_bushmeadow_2010,Other,1566.775176,0,738.3674848,3.032944376
2_bushmeadow,2_bushmeadow_2011,Winter wheat,1266.64527,0,594.7820529,13.31953532
2_bushmeadow,2_bushmeadow_2012,Winter wheat,1850.989675,0,871.8060735,13.31953532
2_bushmeadow,2_bushmeadow_2013,Dry Bean,135.8509413,0,132.817997,3.032944376
2_bushmeadow,2_bushmeadow_2014,Winter wheat,1619.048666,0,758.4029272,13.31953532
2_chapmans,2_chapmans_2004,Winter wheat,1524.174293,0,673.5930286,16.42593458
2_chapmans,2_chapmans_2005,Other,1672.387066,0,747.3929681,3.032944376
2_chapmans,2_chapmans_2006,Winter wheat,1524.174293,0,673.5930286,16.42593458
2_chapmans,2_chapmans_2007,Other,1672.387066,0,747.3929681,3.032944376
2_chapmans,2_chapmans_2008,Winter wheat,1524.174293,0,673.5930286,16.42593458
2_chapmans,2_chapmans_2009,Millet,1007.867526,0,456.0813791,2.9997458
2_chapmans,2_chapmans_2010,Winter wheat,1556.055528,0,673.5930286,48.30716945
2_chapmans,2_chapmans_2011,Other,1672.387066,0,747.3929681,3.032944376
2_chapmans,2_chapmans_2012,Winter wheat,1524.174293,0,673.5930286,16.42593458
2_chapmans,2_chapmans_2013,Other,1837.891954,0,825.0920312,3.032944376
2_chapmans,2_chapmans_2014,Winter wheat,1604.515973,0,710.0317968,16.42593458
2_chivers.bottom.right,2_chivers.bottom.right_2005,Other,2164.444561,0,1384.164322,3.198694932
2_chivers.bottom.right,2_chivers.bottom.right_2006,Winter wheat,2432.906829,0,1518.070633,63.11970169
2_chivers.bottom.right,2_chivers.bottom.right_2007,Other root crops,1513.447807,0,954.2251988,63.11970169
