Field Name,Field ID,Crop,CO2 Total,CO2 Pest,N Fert,Fuel
1_hermitage,1_hermitage_2009,Other,471.8174347,217.3,247.0134347,7.504
1_hermitage,1_hermitage_2010,Winter wheat,10555.5097,323.9,7582.426976,15.008
1_hermitage,1_hermitage_2011,Dry Bean,429.6719328,184.5,241.4199328,3.752
1_hermitage,1_hermitage_2012,Winter wheat,10490.2577,262.4,7582.426976,11.256
1_hermitage,1_hermitage_2013,Grass-clover mix,333.0654358,246,72.05743579,15.008
1_hermitage,1_hermitage_2014,Winter wheat,10576.0097,344.4,7582.426976,15.008
1_jollies,1_jollies_2004,Other,1672.760192,102.5,667.1367856,7.504
1_jollies,1_jollies_2005,Winter wheat,1602.67726,98.4,640.0281832,3.752
1_jollies,1_jollies_2006,Dry Bean,174.9576008,82,89.20560075,3.752
1_jollies,1_jollies_2007,Winter wheat,1634.78126,123,640.0281832,11.256
1_jollies,1_jollies_2008,Barley,1282.998873,307.5,419.2084714,7.504
1_jollies,1_jollies_2009,Other,1592.392035,123,623.3424145,7.504
1_jollies,1_jollies_2010,Winter wheat,1630.071251,133.537,636.6754653,3.752
1_jollies,1_jollies_2011,Oats,1023.37792,0.5125,439.5949808,3.752
1_jollies,1_jollies_2012,Winter wheat,1946.297175,333.125,684.3453123,11.256
1_jollies,1_jollies_2013,Other,1927.812083,143.5,762.6508137,7.504
1_jollies,1_jollies_2014,Winter wheat,1473.299568,50.02,603.571694,7.504
1_long7acre,1_long7acre_2011,Other,2262.152604,184.5,1148.18745,7.504
1_long7acre,1_long7acre_2012,Winter wheat,2119.702906,151.29,1083.488956,11.256
1_long7acre,1_long7acre_2013,Other,2230.999744,194.75,1124.345755,7.504
1_long7acre,1_long7acre_2014,Winter wheat,2205.019312,71.34,1178.510702,11.256
1_long7acre,1_long7acre_2015,Barley,2034.254368,172.446,1021.42562,15.008
1_mawland.smiths,1_mawland.smiths_2008,Winter wheat,2821.134795,146.37,1701.396729,7.504
1_mawland.smiths,1_mawland.smiths_2009,Other,3285.771421,134.07,2029.063454,7.504
1_mawland.smiths,1_mawland.smiths_2010,Winter wheat,2301.460557,142.27,1365.824431,7.504
1_mawland.smiths,1_mawland.smiths_2011,Dry Bean,520.6284387,126.69,386.4344387,7.504
1_mawland.smiths,1_mawland.smiths_2012,Winter wheat,3447.248944,217.3,2081.607521,11.256
1_mawland.smiths,1_mawland.smiths_2013,Other,2981.183447,312.215,1692.486672,15.008
1_mawland.smiths,1_mawland.smiths_2014,Winter wheat,2933.985957,392.165,1605.490094,18.76
1_newton.grange.23,1_newton.grange.23_2004,Barley,2458.13776,30.75,1378.746453,3.752
1_newton.grange.23,1_newton.grange.23_2005,Other,2585.704409,0,1479.351025,0
1_newton.grange.23,1_newton.grange.23_2006,Winter wheat,2962.771984,30.75,1698.988445,3.752
1_newton.grange.23,1_newton.grange.23_2007,Winter wheat,2596.697975,30.75,1464.623173,3.752
1_newton.grange.23,1_newton.grange.23_2008,Barley,2312.618945,30.75,1290.301423,3.752
1_newton.grange.23,1_newton.grange.23_2009,Other,2692.699975,123,1464.623173,7.504
1_newton.grange.23,1_newton.grange.23_2010,Winter wheat,3363.009043,161.95,1872.71568,11.256
1_newton.grange.23,1_newton.grange.23_2011,Winter wheat,2735.401975,161.95,1464.623173,11.256
1_newton.grange.23,1_newton.grange.23_2012,Barley,2440.190945,154.57,1290.301423,7.504
1_newton.grange.23,1_newton.grange.23_2013,Other,2774.699975,205,1464.623173,7.504
1_newton.grange.23,1_newton.grange.23_2014,Winter wheat,3445.829043,244.77,1872.71568,11.256
1_opposite.cottage,1_opposite.cottage_2004,Winter wheat,2862.02492,0.8528,2075.948285,3.752
1_opposite.cottage,1_opposite.cottage_2005,Other legume,682.0150639,19.475,655.0360639,7.504
1_opposite.cottage,1_opposite.cottage_2006,Winter wheat,2556.600974,180.4,1728.352748,11.256
1_opposite.cottage,1_opposite.cottage_2007,Other root crops,1308.105096,161.13,934.4039921,15.008
1_opposite.cottage,1_opposite.cottage_2008,Winter wheat,2829.258088,164.574,1932.782039,7.504
1_opposite.cottage,1_opposite.cottage_2009,Other root crops,1375.984451,0,1081.83494,0
1_opposite.cottage,1_opposite.cottage_2010,Winter wheat,3560.206938,53.3,2547.348037,11.256
1_opposite.cottage,1_opposite.cottage_2011,Other root crops,1454.633318,336.2,915.2810873,18.76
1_opposite.cottage,1_opposite.cottage_2012,Winter wheat,3147.955413,41,2252.12521,7.504
1_opposite.cottage,1_opposite.cottage_2013,Other,2550.867284,213.2,1699.237932,15.008
1_opposite.cottage,1_opposite.cottage_2014,Winter wheat,3332.941233,271.625,2215.904903,11.256
1_shooters.bank,1_shooters.bank_2004,Grass-clover mix,319.2169267,196.8,114.9129267,7.504
1_shooters.bank,1_shooters.bank_2005,Other,2742.511167,397.7,1481.838672,11.256
1_shooters.bank,1_shooters.bank_2006,Winter wheat,2554.777972,291.1,1434.551225,3.752
1_shooters.bank,1_shooters.bank_2007,Dry Bean,672.7384387,278.8,386.4344387,7.504
1_shooters.bank,1_shooters.bank_2008,Winter wheat,2891.064447,229.6,1692.486672,7.504
1_shooters.bank,1_shooters.bank_2009,Grass-clover mix,200.6649267,82,114.9129267,3.752
1_shooters.bank,1_shooters.bank_2010,Other,2240.189514,221.4,1278.106882,7.504
1_shooters.bank,1_shooters.bank_2011,Winter wheat,2865.154982,213.2,1683.615498,11.256
1_shooters.bank,1_shooters.bank_2012,Winter wheat,3785.353677,479.7,2135.360798,11.256
1_shooters.bank,1_shooters.bank_2013,Grass-clover mix,286.0689267,159.9,114.9129267,11.256
1_shooters.bank,1_shooters.bank_2014,Winter wheat,3640.232844,402.7799,2081.607521,18.76
1_stokewell.ground,1_stokewell.ground_2004,Winter wheat,2564.813451,337.84,1205.950473,11.256
1_stokewell.ground,1_stokewell.ground_2005,Winter wheat,3103.187233,553.5,1393.84181,18.76
1_stokewell.ground,1_stokewell.ground_2006,Winter wheat,2216.602965,291.1,1032.436723,15.008
1_stokewell.ground,1_stokewell.ground_2007,Winter wheat,2468.636668,303.4,1163.689728,22.512
1_stokewell.ground,1_stokewell.ground_2008,Winter wheat,2552.392429,106.6,1333.211627,15.008
1_stokewell.ground,1_stokewell.ground_2009,Winter wheat,2937.888323,188.6,1521.921658,11.256
1_stokewell.ground,1_stokewell.ground_2010,Winter wheat,3318.526273,385.4,1636.15324,15.008
1_stokewell.ground,1_stokewell.ground_2011,Winter wheat,2868.999296,197.62,1470.992669,15.008
1_stokewell.ground,1_stokewell.ground_2012,Winter wheat,2851.570555,78.679,1536.744308,11.256
1_stokewell.ground,1_stokewell.ground_2013,Spring wheat,1959.702759,336.2,867.1738358,18.76
1_stokewell.ground,1_stokewell.ground_2014,Winter wheat,2371.172493,192.7,1175.648971,15.008
1_threadgold,1_threadgold_2004,Barley,921.9683592,51.25,397.8434911,7.504
1_threadgold,1_threadgold_2005,Other,1576.508972,41,684.4307686,3.752
1_threadgold,1_threadgold_2006,Winter wheat,1188.536898,17.015,523.0353814,7.504
1_threadgold,1_threadgold_2007,Barley,1076.624218,194.75,400.8570583,11.256
1_threadgold,1_threadgold_2008,Dry Bean,154.8238943,45.1,102.2198943,7.504
1_threadgold,1_threadgold_2009,Winter wheat,1050.873457,139.4,416.0088413,3.752
1_threadgold,1_threadgold_2010,Winter wheat,1971.879085,217.3,781.8493105,11.256
1_threadgold,1_threadgold_2011,Barley,908.0339129,96.35,373.9313744,7.504
1_threadgold,1_threadgold_2012,Barley,881.1260828,87.74,365.052418,11.256
1_threadgold,1_threadgold_2013,Barley,717.3205087,41,321.345212,3.752
1_threadgold,1_threadgold_2014,Winter wheat,1713.893018,388.27,586.2169687,15.008
1_wells.rd,1_wells.rd_2005,Winter wheat,2382.588824,207.747,1373.333406,11.256
1_wells.rd,1_wells.rd_2006,Winter wheat,2633.720782,362.53881,1434.551225,11.256
1_wells.rd,1_wells.rd_2007,Other,2126.681514,104.14,1278.106882,11.256
1_wells.rd,1_wells.rd_2008,Winter wheat,2839.723783,540.38,1450.180454,15.008
1_wells.rd,1_wells.rd_2009,Dry Bean,994.1804387,585.234,386.4344387,22.512
1_wells.rd,1_wells.rd_2010,Winter wheat,2188.166711,84.255,1328.745041,11.256
1_wells.rd,1_wells.rd_2011,Dry Bean,823.5384387,414.592,386.4344387,22.512
1_wells.rd,1_wells.rd_2012,Winter wheat,2409.079629,266.09,1350.900085,15.008
1_wells.rd,1_wells.rd_2013,Other,2482.382519,295.61,1380.873811,11.256
1_wells.rd,1_wells.rd_2014,Winter wheat,2589.117363,228.165,1489.837577,15.008
2_#2,2_#2_2004,Winter wheat,1704.162335,180.4,857.714654,7.504
2_#2,2_#2_2005,Winter wheat,1368.869966,123,715.2830205,3.752
2_#2,2_#2_2006,Grass-clover mix,204.1931313,123,77.44113125,3.752
2_#2,2_#2_2007,Other,1618.410335,98.4,857.714654,3.752
2_#2,2_#2_2008,Winter wheat,1385.269966,139.4,715.2830205,3.752
2_#2,2_#2_2009,Winter wheat,1826.459049,16.4,1016.054632,3.752
2_#2,2_#2_2010,Other,1809.495555,94.3,961.342049,7.504
2_#2,2_#2_2011,Winter wheat,1964.392626,196.39,988.4456642,11.256
2_#2,2_#2_2012,Barley,2057.280555,330.829,961.342049,18.76
2_#2,2_#2_2013,Other,2144.094725,388.27,977.5443454,18.76
2_#2,2_#2_2014,Winter wheat,1772.489335,244.975,857.714654,11.256
2_2x11,2_2x11_2006,Other root crops,853.4995698,274.7,392.5702126,15.008
2_2x11,2_2x11_2007,Winter wheat,1839.216725,98.4,977.5443454,3.752
2_2x11,2_2x11_2008,Winter wheat,1839.216725,98.4,977.5443454,3.752
2_2x11,2_2x11_2009,Other root crops,759.5475698,184.5,392.5702126,11.256
2_2x11,2_2x11_2010,Winter wheat,1839.373352,49.2,1004.949517,3.752
2_2x11,2_2x11_2011,Winter wheat,1892.325352,98.4,1004.949517,7.504
2_2x11,2_2x11_2012,Other legume,341.5954773,82,255.8434773,3.752
2_2x11,2_2x11_2013,Winter wheat,1366.413191,45.1,751.8519167,7.504
2_45acre.nr.duffields,2_45acre.nr.duffields_2011,Winter wheat,2169.73692,262.4,933.9688543,7.504
2_45acre.nr.duffields,2_45acre.nr.duffields_2012,Winter wheat,2087.73692,180.4,933.9688543,7.504
2_45acre.nr.duffields,2_45acre.nr.duffields_2013,Barley,1257.134966,276.75,493.7009332,3.752
2_45acre.nr.duffields,2_45acre.nr.duffields_2014,Winter wheat,2335.302721,332.1,982.179743,11.256
2_banbury.road,2_banbury.road_2010,Winter wheat,1993.737486,173.143,887.3773319,11.256
2_banbury.road,2_banbury.road_2011,Winter wheat,2174.752486,354.158,887.3773319,11.256
2_banbury.road,2_banbury.road_2012,Barley,1760.178917,290.772,715.5534115,7.504
2_begbrokeA44,2_begbrokeA44_2006,Barley,1351.255944,225.5,503.6111751,7.504
2_begbrokeA44,2_begbrokeA44_2007,Other,1248.33179,61.5,529.5646906,7.504
2_begbrokeA44,2_begbrokeA44_2008,Winter wheat,2314.605389,260.35,924.1134218,15.008
2_begbrokeA44,2_begbrokeA44_2009,Grass-clover mix,158.4454382,118.9,32.0414382,7.504
2_begbrokeA44,2_begbrokeA44_2010,Winter wheat,1817.533532,266.5,688.0610377,11.256
2_begbrokeA44,2_begbrokeA44_2011,Other,1298.686554,278.8,459.2058616,7.504
2_begbrokeA44,2_begbrokeA44_2012,Winter wheat,2817.502297,410,1105.500681,11.256
2_begbrokeA44,2_begbrokeA44_2013,Dry Bean,379.9758943,266.5,102.2198943,11.256
2_begbrokeA44,2_begbrokeA44_2014,Winter wheat,2616.233667,345.22,1034.86642,11.256
2_bridge.ground,2_bridge.ground_2004,Dry Bean,699.7880639,41,655.0360639,3.752
2_bridge.ground,2_bridge.ground_2005,Winter wheat,3369.605809,389.5,2156.645935,11.256
2_bridge.ground,2_bridge.ground_2006,Barley,2238.502926,207.05,1497.113981,7.504
2_bridge.ground,2_bridge.ground_2007,Other,2388.287368,86.1,1680.042599,7.504
2_bridge.ground,2_bridge.ground_2008,Winter wheat,2409.212523,47.15,1718.604589,11.256
2_bridge.ground,2_bridge.ground_2009,Dry Bean,908.5400639,246,655.0360639,7.504
2_bridge.ground,2_bridge.ground_2010,Winter wheat,2751.993535,53.3,1954.258903,11.256
2_bridge.ground,2_bridge.ground_2011,Potato,1752.488451,369,1081.83494,7.504
2_bridge.ground,2_bridge.ground_2012,Winter wheat,3847.240723,176.3,2671.869201,11.256
2_bridge.ground,2_bridge.ground_2013,Other root crops,1403.225096,256.25,934.4039921,15.008
2_bridge.ground,2_bridge.ground_2014,Winter wheat,3066.160131,28.7,2203.943092,3.752
2_buckleys,2_buckleys_2004,Winter wheat,2509.057629,369.82,1350.900085,11.256
2_buckleys,2_buckleys_2005,Dry Bean,472.1864387,82,386.4344387,3.752
2_buckleys,2_buckleys_2006,Winter wheat,2662.385867,118.9,1614.020713,7.504
2_buckleys,2_buckleys_2007,Winter wheat,2269.489824,98.4,1373.333406,7.504
2_buckleys,2_buckleys_2008,Winter wheat,2723.885867,180.4,1614.020713,7.504
2_buckleys,2_buckleys_2009,Winter wheat,2432.657737,20.5,1530.347496,3.752
2_buckleys,2_buckleys_2010,Other,2310.837824,143.5,1373.333406,3.752
2_buckleys,2_buckleys_2011,Winter wheat,2749.838946,180.4,1631.19321,7.504
2_buckleys,2_buckleys_2012,Winter wheat,2395.061048,164,1411.353175,7.504
2_buckleys,2_buckleys_2013,Other,2361.874404,106.6,1426.785948,7.504
2_buckleys,2_buckleys_2014,Winter wheat,2597.129737,181.22,1530.347496,7.504
2_bushmeadow,2_bushmeadow_2004,Winter wheat,1783.164161,271.01,706.893743,15.008
2_bushmeadow,2_bushmeadow_2005,Winter wheat,2004.203047,246,828.7378933,7.504
2_bushmeadow,2_bushmeadow_2006,Winter wheat,1769.160943,492.8405,598.3784703,15.008
2_bushmeadow,2_bushmeadow_2007,Grass-clover mix,293.4667895,246,39.96278955,7.504
2_bushmeadow,2_bushmeadow_2008,Winter wheat,1920.988745,329.23,746.3474151,11.256
2_bushmeadow,2_bushmeadow_2009,Winter wheat,1393.046443,124.23,598.3784703,7.504
2_bushmeadow,2_bushmeadow_2010,Other,1839.100232,260.35,738.3674848,15.008
2_bushmeadow,2_bushmeadow_2011,Winter wheat,1523.229734,262.4,594.7820529,7.504
2_bushmeadow,2_bushmeadow_2012,Winter wheat,2111.326139,262.4,871.8060735,11.256
2_bushmeadow,2_bushmeadow_2013,Dry Bean,253.071997,112.75,132.817997,7.504
2_bushmeadow,2_bushmeadow_2014,Winter wheat,1769.03313,155.8,758.4029272,7.504
2_chapmans,2_chapmans_2004,Winter wheat,1798.152358,282.9,673.5930286,7.504
2_chapmans,2_chapmans_2005,Other,1789.608122,112.75,747.3929681,7.504
2_chapmans,2_chapmans_2006,Winter wheat,1634.152358,118.9,673.5930286,7.504
2_chapmans,2_chapmans_2007,Other,1783.458122,106.6,747.3929681,7.504
2_chapmans,2_chapmans_2008,Winter wheat,1556.252358,41,673.5930286,7.504
2_chapmans,2_chapmans_2009,Millet,1217.37178,205,456.0813791,7.504
2_chapmans,2_chapmans_2010,Winter wheat,1695.652358,180.4,673.5930286,7.504
2_chapmans,2_chapmans_2011,Other,1783.458122,106.6,747.3929681,7.504
2_chapmans,2_chapmans_2012,Winter wheat,1689.154358,170.15,673.5930286,11.256
2_chapmans,2_chapmans_2013,Other,1931.333009,88.97,825.0920312,7.504
2_chapmans,2_chapmans_2014,Winter wheat,1821.914039,226.32,710.0317968,7.504
2_chivers.bottom.right,2_chivers.bottom.right_2005,Other,2224.099866,55.35,1384.164322,7.504
2_chivers.bottom.right,2_chivers.bottom.right_2006,Winter wheat,2435.511127,58.22,1518.070633,7.504
2_chivers.bottom.right,2_chivers.bottom.right_2007,Other root crops,1848.338105,379.25,954.2251988,18.76
2_chivers.bottom.right,2_chivers.bottom.right_2008,Winter wheat,2593.926275,118.9,1584.435451,3.752
2_chivers.bottom.right,2_chivers.bottom.right_2009,Other legume,435.3793441,41,390.6273441,3.752
2_chivers.bottom.right,2_chivers.bottom.right_2010,Winter wheat,2645.21103,75.768,1644.368167,7.504
